district_name,state,flood_risk_level,flood_risk_score,corrected_percent_flooded_area,percent_flooded_area,permanent_water_percent,total_flood_events,total_flood_duration_days,avg_flood_duration_days,max_flood_duration_days,total_human_fatalities,avg_human_fatalities_per_event,max_human_fatalities_single_event,total_human_injured,total_human_displaced,total_animal_fatalities,monsoon_flood_events,heavy_rain_flood_events,recent_flood_events_2010_2023,has_historical_flood_record,has_detailed_rainfall_data,actual_rainfall_sw_monsoon_mm,normal_rainfall_sw_monsoon_mm,sw_monsoon_departure_percent,actual_rainfall_ne_monsoon_mm,normal_rainfall_ne_monsoon_mm,ne_monsoon_departure_percent,actual_rainfall_winter_mm,normal_rainfall_winter_mm,actual_rainfall_hot_weather_mm,normal_rainfall_hot_weather_mm,total_actual_rainfall_mm,total_normal_rainfall_mm,annual_rainfall_departure_percent,monsoon_intensity_ratio
Senapati,Manipur,Moderate,17.53,0.710207411,0.710207411,0.0,4.0,28.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Seoni,Madhya Pradesh,High,37.07,0.419742338,1.235483561,0.815741223,22.0,120.0,5.454545454545454,14.0,247.0,11.227272727272727,90.0,0.0,0.0,2000.0,21.0,14.0,8.0,1,0,,,,,,,,,,,,,,
Serchhip,Mizoram,Moderate,27.19,1.328475491,1.328475491,0.0,7.0,24.0,3.4285714285714284,17.0,59.0,8.428571428571429,25.0,1.0,0.0,0.0,4.0,4.0,1.0,1,0,,,,,,,,,,,,,,
Shahdara,Delhi,Moderate,27.75,0.1,0.1,0.0,15.0,41.0,2.7333333333333334,22.0,18.0,1.2,3.0,39.0,0.0,25.0,14.0,14.0,0.0,1,0,,,,,,,,,,,,,,
Shahdol,Madhya Pradesh,Moderate,32.07,0.003847684,0.76725114,0.771098824,13.0,74.0,5.6923076923076925,14.0,158.0,12.153846153846153,90.0,6.0,0.0,2075.0,12.0,8.0,4.0,1,0,,,,,,,,,,,,,,
Shahid Bhagat Singh Nagar,Punjab,High,55.82,10.90580953,10.97305613,0.067246598,22.0,128.0,5.818181818181818,26.0,405.0,18.40909090909091,268.0,6.0,0.0,0.0,16.0,15.0,5.0,1,0,,,,,,,,,,,,,,
Shahjahanpur,Uttar Pradesh,High,56.4,4.75687807,4.764711247,0.007833177,38.0,753.0,19.81578947368421,365.0,4129.0,108.65789473684211,1025.0,3.0,0.0,3940.0,36.0,18.0,8.0,1,0,,,,,,,,,,,,,,
Shajapur,Madhya Pradesh,Moderate,33.28,0.513507353,0.571010644,0.057503291,13.0,78.0,6.0,14.0,179.0,13.76923076923077,90.0,0.0,0.0,2000.0,12.0,7.0,3.0,1,0,,,,,,,,,,,,,,
Shamli,Uttar Pradesh,High,49.52,1.857718186,1.857718186,0.0,27.0,696.0,25.77777777777778,365.0,3570.0,132.22222222222223,1025.0,22.0,0.0,3958.0,24.0,13.0,5.0,1,0,,,,,,,,,,,,,,
Sheikhpura,Bihar,High,53.99,3.505578685,3.509671673,0.004092988,32.0,903.0,28.21875,365.0,4116.0,128.625,1025.0,0.0,0.0,755.0,31.0,9.0,2.0,1,0,,,,,,,,,,,,,,
Sheohar,Bihar,Very High,64.96,9.002316572,9.002316572,0.0,42.0,969.0,23.071428571428573,365.0,4814.0,114.61904761904762,1025.0,8.0,0.0,755.0,40.0,17.0,8.0,1,0,,,,,,,,,,,,,,
Sheopur,Madhya Pradesh,Moderate,33.84,1.231751267,1.417634793,0.185883526,11.0,80.0,7.2727272727272725,14.0,178.0,16.181818181818183,90.0,0.0,0.0,2000.0,11.0,6.0,3.0,1,0,,,,,,,,,,,,,,
Shi Yomi,Arunachal Pradesh,High,35.95,0.679578763,0.730870815,0.051292052,17.0,86.0,5.0588235294117645,17.0,322.0,18.941176470588236,268.0,31.0,2.0,16.0,14.0,12.0,4.0,1,0,,,,,,,,,,,,,,
Shimla,Himachal Pradesh,High,51.08,0.735818063,0.771392749,0.035574686,113.0,434.0,3.84070796460177,99.0,1272.0,11.256637168141593,151.0,256.0,7.0,18402.0,105.0,95.0,46.0,1,0,,,,,,,,,,,,,,
Shivamogga,Karnataka,High,45.01,0.0731706,1.276369106,1.203198506,44.0,399.0,9.068181818181818,31.0,966.0,21.954545454545453,198.0,79.0,53.0,9561.0,31.0,38.0,21.0,1,0,,,,,,,,,,,,,,
Shivpuri,Madhya Pradesh,Moderate,33.78,0.160705456,0.728096946,0.56739149,14.0,90.0,6.428571428571429,14.0,229.0,16.357142857142858,90.0,0.0,0.0,2000.0,13.0,9.0,3.0,1,0,,,,,,,,,,,,,,
Shrawasti,Uttar Pradesh,Very High,60.0,7.692700147,7.721578816,0.028878669,31.0,720.0,23.225806451612904,365.0,3364.0,108.51612903225806,1025.0,12.0,0.0,4032.0,26.0,16.0,8.0,1,0,,,,,,,,,,,,,,
Shupiyan,Unknown,Low,1.83,1.080602368,1.082625131,0.002022763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Siang,Arunachal Pradesh,High,39.23,2.019900267,2.518308001,0.498407734,20.0,95.0,4.75,17.0,330.0,16.5,268.0,46.0,2.0,16.0,17.0,14.0,5.0,1,0,,,,,,,,,,,,,,
Siddharthnagar,Uttar Pradesh,Very High,69.81,13.38292044,13.40492833,0.022007889,32.0,727.0,22.71875,365.0,3386.0,105.8125,1025.0,12.0,0.0,4032.0,27.0,17.0,8.0,1,0,,,,,,,,,,,,,,
Siddipet,Telangana,Moderate,24.71,0.378098987,0.469975702,0.091876715,5.0,34.0,6.8,21.0,45.0,9.0,44.0,0.0,0.0,301.0,4.0,3.0,3.0,1,0,,,,,,,,,,,,,,
Sidhi,Madhya Pradesh,Moderate,32.71,1.782043654,2.184368869,0.402325215,8.0,65.0,8.125,14.0,158.0,19.75,90.0,0.0,0.0,2000.0,8.0,3.0,0.0,1,0,,,,,,,,,,,,,,
Sikar,Rajasthan,High,39.62,0.420855874,0.420855874,0.0,21.0,132.0,6.285714285714286,30.0,1110.0,52.857142857142854,581.0,39.0,0.0,200890.0,21.0,12.0,5.0,1,0,,,,,,,,,,,,,,
Simdega,Jharkhand,Low,14.94,0.928699763,1.054648305,0.125948542,2.0,3.0,1.5,2.0,15.0,7.5,15.0,0.0,0.0,0.0,2.0,2.0,0.0,1,0,,,,,,,,,,,,,,
Sindhudurg,Maharashtra,High,45.75,0.776077496,1.40862314,0.632545644,54.0,194.0,3.5925925925925926,17.0,1331.0,24.64814814814815,527.0,236.0,8.0,17705.0,48.0,45.0,26.0,1,0,,,,,,,,,,,,,,
Singrauli,Madhya Pradesh,Moderate,32.7,0.806662133,1.521857949,0.715195816,10.0,79.0,7.9,14.0,179.0,17.9,90.0,0.0,0.0,2000.0,10.0,5.0,2.0,1,0,,,,,,,,,,,,,,
Sipahijala,Unknown,Low,1.01,0.598107872,0.601362713,0.003254841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Sirmaur,Himachal Pradesh,High,46.87,0.977864526,1.011405104,0.033540578,63.0,312.0,4.9523809523809526,99.0,660.0,10.476190476190476,151.0,61.0,0.0,18567.0,59.0,53.0,31.0,1,0,,,,,,,,,,,,,,
Sirohi,Rajasthan,High,42.84,0.252656489,0.276456745,0.023800256,23.0,497.0,21.608695652173914,365.0,869.0,37.78260869565217,440.0,47.0,0.0,75050.0,22.0,16.0,7.0,1,0,,,,,,,,,,,,,,
Sirsa,Haryana,High,52.89,9.795019476,9.796778385,0.001758909,22.0,125.0,5.681818181818182,30.0,224.0,10.181818181818182,112.0,27.0,0.0,1900.0,21.0,14.0,0.0,1,0,,,,,,,,,,,,,,
Sitamarhi,Bihar,High,59.82,4.619683648,4.621194206,0.001510558,60.0,1178.0,19.633333333333333,365.0,5277.0,87.95,1025.0,8.0,0.0,1005.0,58.0,21.0,9.0,1,0,,,,,,,,,,,,,,
Sitapur,Uttar Pradesh,High,57.66,3.375278206,3.400453125,0.025174919,69.0,887.0,12.855072463768115,365.0,5490.0,79.56521739130434,1313.0,52.0,0.0,10359.0,64.0,45.0,34.0,1,0,,,,,,,,,,,,,,
Sivaganga,Tamil Nadu,High,35.6,1.933201481,1.984480953,0.051279472,8.0,78.0,9.75,16.0,575.0,71.875,177.0,156.0,0.0,2810.0,8.0,6.0,1.0,1,1,526.4,301.0,74.88,259.3,422.7,-38.66,4.1,27.9,284.8,121.2,1074.6,872.8,23.12,0.7312
Sivasagar,Assam,Very High,82.88,16.53832279,17.15000888,0.611686093,129.0,1526.0,11.829457364341085,93.0,2449.0,18.984496124031008,268.0,69.0,0.0,10108675.0,115.0,53.0,69.0,1,0,,,,,,,,,,,,,,
Siwan,Bihar,Very High,61.38,6.60775735,6.753345435,0.145588085,45.0,1029.0,22.866666666666667,365.0,4833.0,107.4,1025.0,0.0,0.0,1040.0,42.0,15.0,9.0,1,0,,,,,,,,,,,,,,
Solan,Himachal Pradesh,High,46.26,0.280667145,0.404819031,0.124151886,66.0,326.0,4.9393939393939394,99.0,761.0,11.530303030303031,151.0,63.0,2.0,18212.0,60.0,53.0,24.0,1,0,,,,,,,,,,,,,,
Solapur,Maharashtra,High,41.84,0.923051453,1.684216461,0.761165008,37.0,122.0,3.2972972972972974,14.0,634.0,17.135135135135137,117.0,69.0,8.0,2593.0,30.0,30.0,14.0,1,0,,,,,,,,,,,,,,
Sonbhadra,Uttar Pradesh,High,46.65,0.064958232,2.644815378,2.70977361,29.0,690.0,23.79310344827586,365.0,3309.0,114.10344827586206,1025.0,0.0,0.0,4060.0,26.0,16.0,8.0,1,0,,,,,,,,,,,,,,
Sonipat,Haryana,High,39.45,0.905127272,0.905127272,0.0,29.0,173.0,5.9655172413793105,30.0,170.0,5.862068965517241,64.0,20.0,0.0,0.0,27.0,18.0,1.0,1,0,,,,,,,,,,,,,,
Sonitpur,Assam,Very High,64.61,5.196410326,7.745899654,2.549489328,161.0,1454.0,9.031055900621118,93.0,2536.0,15.751552795031056,268.0,75.0,0.0,7207424.0,141.0,79.0,91.0,1,0,,,,,,,,,,,,,,
South,Unknown,Moderate,27.59,0.006747594,0.006747594,0.0,15.0,41.0,2.7333333333333334,22.0,18.0,1.2,3.0,39.0,0.0,25.0,14.0,14.0,0.0,1,0,,,,,,,,,,,,,,
South 24 Parganas,West Bengal,Very High,64.32,9.52594778,17.30461094,7.77866316,46.0,770.0,16.73913043478261,365.0,2175.0,47.28260869565217,1025.0,44.0,0.0,203442.0,40.0,29.0,5.0,1,0,,,,,,,,,,,,,,
South Andaman,Unknown,Low,2.44,1.443452407,1.443452407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
South District,Delhi,Moderate,30.14,1.512139512,1.694907072,0.18276756,15.0,41.0,2.7333333333333334,22.0,18.0,1.2,3.0,39.0,0.0,25.0,14.0,14.0,0.0,1,0,,,,,,,,,,,,,,
South East,Delhi,Moderate,28.64,0.629289386,0.675204493,0.045915107,15.0,41.0,2.7333333333333334,22.0,18.0,1.2,3.0,39.0,0.0,25.0,14.0,14.0,0.0,1,0,,,,,,,,,,,,,,
South Garo Hills,Meghalaya,Moderate,28.02,1.272678698,1.298508569,0.025829871,7.0,24.0,3.4285714285714284,8.0,103.0,14.714285714285714,45.0,0.0,0.0,0.0,6.0,5.0,2.0,1,0,,,,,,,,,,,,,,
South Goa,Goa,Moderate,34.25,1.79256855,2.764330826,0.971762276,18.0,284.0,15.777777777777779,214.0,4.0,0.2222222222222222,2.0,8.0,0.0,0.0,14.0,18.0,13.0,1,0,,,,,,,,,,,,,,
South Salmara Mancachar,Assam,Very High,76.91,17.21104287,28.02392571,10.81288284,51.0,667.0,13.07843137254902,93.0,1613.0,31.627450980392158,268.0,49.0,0.0,3275593.0,45.0,30.0,34.0,1,0,,,,,,,,,,,,,,
South Tripura,Tripura,High,36.33,0.931395601,0.931395601,0.0,25.0,101.0,4.04,21.0,88.0,3.52,34.0,12.0,0.0,0.0,21.0,18.0,4.0,1,0,,,,,,,,,,,,,,
South West,Delhi,High,35.61,3.339650881,3.339650881,0.0,16.0,48.0,3.0,22.0,51.0,3.1875,33.0,39.0,0.0,25.0,15.0,14.0,0.0,1,0,,,,,,,,,,,,,,
South West Garo Hills,Meghalaya,Moderate,32.15,3.340328514,3.341603843,0.001275329,7.0,33.0,4.714285714285714,10.0,92.0,13.142857142857142,45.0,0.0,0.0,20.0,6.0,5.0,3.0,1,0,,,,,,,,,,,,,,
South West Khasi Hills,Meghalaya,Moderate,25.1,1.768765435,1.814196952,0.045431517,5.0,15.0,3.0,7.0,48.0,9.6,30.0,0.0,0.0,0.0,4.0,3.0,1.0,1,0,,,,,,,,,,,,,,
Sri Muktsar Sahib,Punjab,Low,9.07,2.388390951,2.388794655,0.000403704,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Sri Potti Sriramulu Nellore,Andhra Pradesh,High,43.04,0.688735282,4.296954395,3.608219113,31.0,198.0,6.387096774193548,31.0,1234.0,39.806451612903224,338.0,0.0,1.0,75054.0,27.0,22.0,6.0,1,0,,,,,,,,,,,,,,
Srikakulam,Andhra Pradesh,High,43.85,3.446704127,4.01307877,0.566374643,22.0,141.0,6.409090909090909,31.0,517.0,23.5,179.0,0.0,0.0,10386.0,20.0,14.0,5.0,1,0,,,,,,,,,,,,,,
Srinagar,Jammu and Kashmir,High,40.65,0.278932913,1.003599347,0.724666434,26.0,147.0,5.653846153846154,22.0,1137.0,43.73076923076923,350.0,68.0,1.0,13736.0,20.0,13.0,5.0,1,0,,,,,,,,,,,,,,
Subarnapur,Odisha,High,47.53,2.280238254,3.493045358,1.212807104,20.0,663.0,33.15,365.0,1691.0,84.55,1025.0,0.0,0.0,56011.0,17.0,4.0,4.0,1,0,,,,,,,,,,,,,,
Sukma,Chhattisgarh,Low,7.51,1.466729973,1.578192343,0.11146237,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Sultanpur,Uttar Pradesh,High,57.6,4.347300593,4.349309327,0.002008734,46.0,903.0,19.630434782608695,365.0,5769.0,125.41304347826087,1313.0,2.0,0.0,10162.0,41.0,25.0,16.0,1,0,,,,,,,,,,,,,,
Sundargarh,Odisha,High,47.53,1.817783191,2.122434122,0.304650931,23.0,689.0,29.956521739130434,365.0,1761.0,76.56521739130434,1025.0,0.0,0.0,56049.0,19.0,4.0,4.0,1,0,,,,,,,,,,,,,,
Supaul,Bihar,Very High,62.88,7.348234606,7.982821848,0.634587242,47.0,1028.0,21.872340425531913,365.0,4986.0,106.08510638297872,1025.0,104.0,0.0,755.0,42.0,19.0,12.0,1,0,,,,,,,,,,,,,,
Surajpur,Unknown,Low,2.07,1.22005953,1.420793586,0.200734056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Surat,Gujarat,High,56.3,5.334773331,5.928437334,0.593664003,47.0,531.0,11.297872340425531,122.0,2135.0,45.42553191489362,288.0,50.0,2.0,28358.0,45.0,31.0,15.0,1,0,,,,,,,,,,,,,,
Surendranagar,Gujarat,High,47.1,1.139615495,1.286502045,0.14688655,35.0,470.0,13.428571428571429,122.0,1632.0,46.628571428571426,288.0,58.0,0.0,30077.0,33.0,21.0,8.0,1,0,,,,,,,,,,,,,,
Surguja,Chhattisgarh,Moderate,21.24,0.200172812,0.479102379,0.278929567,6.0,8.0,1.3333333333333333,3.0,38.0,6.333333333333333,24.0,2.0,0.0,55.0,5.0,6.0,5.0,1,0,,,,,,,,,,,,,,
Suryapet,Telangana,Moderate,24.28,1.336230804,1.862321095,0.526090291,3.0,32.0,10.666666666666666,21.0,44.0,14.666666666666666,44.0,0.0,0.0,300.0,3.0,1.0,1.0,1,0,,,,,,,,,,,,,,
Tamenglong,Manipur,Moderate,26.62,1.695834778,1.701837152,0.006002374,7.0,33.0,4.714285714285714,17.0,17.0,2.4285714285714284,12.0,5.0,2.0,0.0,6.0,3.0,1.0,1,0,,,,,,,,,,,,,,
Tapi,Gujarat,High,43.31,0.099755767,3.084521179,2.984765412,26.0,477.0,18.346153846153847,120.0,1038.0,39.92307692307692,202.0,36.0,0.0,1333.0,24.0,19.0,17.0,1,0,,,,,,,,,,,,,,
Tarn Taran,Punjab,High,47.86,5.605831458,5.771552223,0.165720765,24.0,160.0,6.666666666666667,30.0,416.0,17.333333333333332,268.0,6.0,0.0,14.0,18.0,17.0,7.0,1,0,,,,,,,,,,,,,,
Tawang,Arunachal Pradesh,High,41.64,0.876365429,1.104117118,0.227751689,32.0,192.0,6.0,62.0,426.0,13.3125,268.0,43.0,2.0,21.0,26.0,23.0,11.0,1,0,,,,,,,,,,,,,,
Tehri Garhwal,Uttarakhand,High,36.51,0.541041119,1.072103335,0.531062216,26.0,55.0,2.1153846153846154,7.0,343.0,13.192307692307692,90.0,30.0,2.0,530.0,25.0,19.0,10.0,1,0,,,,,,,,,,,,,,
Tengnoupal,Manipur,Moderate,17.24,0.539127806,0.539127806,0.0,4.0,28.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Tenkasi,Tamil Nadu,Moderate,32.44,0.407407146,0.457961738,0.050554592,7.0,77.0,11.0,16.0,575.0,82.14285714285714,177.0,156.0,0.0,2738.0,7.0,5.0,0.0,1,0,,,,,,,,,,,,,,
Thane,Maharashtra,High,50.81,1.253627781,3.51519111,2.261563329,97.0,259.0,2.670103092783505,14.0,2191.0,22.587628865979383,527.0,473.0,0.0,29681.0,94.0,89.0,41.0,1,0,,,,,,,,,,,,,,
Thanjavur,Tamil Nadu,High,54.57,6.262291183,6.402076626,0.139785443,36.0,335.0,9.305555555555555,119.0,1256.0,34.888888888888886,200.0,231.0,0.0,4075.0,35.0,31.0,11.0,1,1,479.5,318.4,50.6,433.7,550.3,-21.19,21.9,42.3,59.4,102.1,994.5,1013.1,-1.84,0.9183
The Dangs,Gujarat,High,48.23,2.164733438,2.171927273,0.007193835,28.0,601.0,21.464285714285715,122.0,1388.0,49.57142857142857,288.0,61.0,0.0,18676.0,26.0,19.0,14.0,1,0,,,,,,,,,,,,,,
The Nilgiris,Tamil Nadu,High,40.9,0.072105658,0.41168295,0.339577292,27.0,172.0,6.37037037037037,16.0,1150.0,42.592592592592595,200.0,234.0,0.0,3948.0,23.0,21.0,8.0,1,1,731.4,759.9,-3.75,350.3,478.2,-26.75,31.4,49.3,375.5,235.3,1488.6,1522.7,-2.24,0.7267
Theni,Tamil Nadu,High,36.12,0.031762174,0.346368373,0.314606199,14.0,116.0,8.285714285714286,16.0,708.0,50.57142857142857,177.0,159.0,0.0,3998.0,13.0,12.0,6.0,1,1,366.5,158.4,131.38,280.6,357.9,-21.6,22.8,35.4,306.5,168.3,976.4,720.0,35.61,0.6627
Thiruvananthapuram,Kerala,High,55.81,0.235709715,0.884604088,0.648894373,231.0,897.0,3.883116883116883,34.0,1607.0,6.956709956709957,339.0,536.0,52.0,860713.0,179.0,218.0,129.0,1,0,,,,,,,,,,,,,,
Thoothukudi,Tamil Nadu,High,38.0,0.017275176,0.991755053,1.009030229,20.0,120.0,6.0,16.0,835.0,41.75,177.0,156.0,0.0,4316.0,17.0,17.0,11.0,1,1,105.4,74.9,40.72,353.6,427.0,-17.19,1.7,42.8,153.3,111.6,614.0,656.3,-6.45,0.7476
Thoubal,Manipur,Very High,65.1,23.6044421,23.65742483,0.052982735,9.0,41.0,4.555555555555555,17.0,15.0,1.6666666666666667,12.0,5.0,0.0,200.0,8.0,4.0,0.0,1,0,,,,,,,,,,,,,,
Thrissur,Kerala,High,56.52,4.374872942,5.136358427,0.761485485,91.0,496.0,5.450549450549451,34.0,1204.0,13.23076923076923,339.0,408.0,51.0,847510.0,76.0,82.0,45.0,1,0,,,,,,,,,,,,,,
Tikamgarh,Madhya Pradesh,Moderate,32.86,0.274206269,0.397359874,0.123153605,13.0,77.0,5.923076923076923,14.0,181.0,13.923076923076923,90.0,0.0,0.0,7000.0,13.0,6.0,2.0,1,0,,,,,,,,,,,,,,
Tinsukia,Assam,High,59.52,4.881482417,6.140689939,1.259207522,78.0,987.0,12.653846153846153,93.0,2204.0,28.256410256410255,268.0,231.0,0.0,8977177.0,65.0,33.0,41.0,1,0,,,,,,,,,,,,,,
Tirap,Arunachal Pradesh,High,36.44,0.629920802,0.650808941,0.020888139,19.0,89.0,4.684210526315789,17.0,322.0,16.94736842105263,268.0,31.0,2.0,16.0,15.0,14.0,6.0,1,0,,,,,,,,,,,,,,
Tiruchirappalli,Tamil Nadu,High,45.33,2.769716368,2.799798931,0.030082563,29.0,160.0,5.517241379310345,23.0,982.0,33.86206896551724,177.0,235.0,0.0,4122.0,25.0,24.0,7.0,1,1,333.7,293.9,13.54,223.7,391.5,-42.86,7.3,22.7,148.1,109.9,712.8,818.0,-12.86,0.782
Tirunelveli,Tamil Nadu,High,38.4,0.007402498,0.61478851,0.622191008,20.0,137.0,6.85,16.0,868.0,43.4,177.0,156.0,0.0,3164.0,15.0,16.0,5.0,1,1,212.6,142.4,49.3,665.5,467.2,42.44,25.8,69.3,247.8,166.2,1151.7,845.1,36.28,0.7624
Tirupathur,Tamil Nadu,Moderate,33.25,0.882133575,0.890009742,0.007876167,7.0,77.0,11.0,16.0,575.0,82.14285714285714,177.0,156.0,0.0,2738.0,7.0,5.0,0.0,1,0,,,,,,,,,,,,,,
Tiruppur,Tamil Nadu,High,36.02,0.55127524,0.635364224,0.084088984,13.0,92.0,7.076923076923077,16.0,688.0,52.92307692307692,177.0,157.0,0.0,3985.0,13.0,11.0,6.0,1,1,310.4,154.8,100.52,255.6,314.3,-18.68,19.3,14.0,249.3,135.1,834.6,618.2,35.0,0.6782
Tiruvallur,Tamil Nadu,High,38.02,0.136913665,2.527745598,2.390831933,20.0,115.0,5.75,16.0,801.0,40.05,177.0,161.0,0.0,3998.0,18.0,17.0,7.0,1,1,498.7,451.6,10.43,677.8,589.3,15.02,8.1,31.5,17.8,67.2,1202.4,1139.6,5.51,0.9785
Tiruvannamalai,Tamil Nadu,High,40.96,0.956908978,1.068840485,0.111931507,25.0,137.0,5.48,16.0,854.0,34.16,177.0,189.0,0.0,4316.0,25.0,22.0,13.0,1,1,621.9,468.1,32.86,524.9,446.5,17.56,34.9,26.5,52.4,98.9,1234.1,1040.0,18.66,0.9293
Tiruvarur,Tamil Nadu,High,41.83,2.180366877,2.20727188,0.026905003,22.0,111.0,5.045454545454546,16.0,811.0,36.86363636363637,177.0,157.0,0.0,4195.0,20.0,19.0,8.0,1,1,390.6,296.4,31.78,701.8,719.1,-2.41,31.0,60.1,48.3,97.7,1171.7,1173.3,-0.14,0.9323
Tonk,Rajasthan,High,43.49,0.025948024,0.845948588,0.871896612,25.0,517.0,20.68,365.0,1223.0,48.92,581.0,1038.0,0.0,208781.0,23.0,14.0,11.0,1,0,,,,,,,,,,,,,,
Tuensang,Nagaland,Low,10.96,0.650005813,0.650005813,0.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,,,,,,,,,,,,,,
Tumakuru,Karnataka,High,43.34,0.055808694,0.340404409,0.284595715,36.0,341.0,9.472222222222221,31.0,792.0,22.0,198.0,89.0,0.0,11247.0,25.0,32.0,16.0,1,0,,,,,,,,,,,,,,
Udaipur,Rajasthan,High,44.61,0.001560423,0.289382661,0.290943084,37.0,504.0,13.621621621621621,365.0,897.0,24.243243243243242,440.0,18.0,0.0,76036.0,36.0,29.0,14.0,1,0,,,,,,,,,,,,,,
Udalguri,Assam,High,55.03,3.135691777,3.138974031,0.003282254,72.0,754.0,10.472222222222221,93.0,1682.0,23.36111111111111,268.0,53.0,3.0,5408937.0,58.0,48.0,53.0,1,0,,,,,,,,,,,,,,
Udham Singh Nagar,Unknown,Low,2.16,1.276537668,2.061876849,0.785339181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Udhampur,Jammu and Kashmir,High,41.8,0.47427651,0.487802833,0.013526323,29.0,159.0,5.482758620689655,22.0,1230.0,42.41379310344828,350.0,13.0,1.0,11221.0,19.0,14.0,10.0,1,0,,,,,,,,,,,,,,
Udupi,Karnataka,High,44.39,0.007584602,0.74927375,0.741689148,39.0,403.0,10.333333333333334,31.0,968.0,24.82051282051282,198.0,76.0,50.0,9310.0,26.0,34.0,23.0,1,0,,,,,,,,,,,,,,
Ujjain,Madhya Pradesh,High,38.87,0.708212621,0.752619653,0.044407032,25.0,106.0,4.24,14.0,472.0,18.88,158.0,13.0,0.0,2150.0,24.0,19.0,6.0,1,0,,,,,,,,,,,,,,
Ukhrul,Manipur,Moderate,17.46,0.669906789,0.669906789,0.0,4.0,28.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,0,,,,,,,,,,,,,,
Umaria,Madhya Pradesh,Moderate,32.65,0.004413453,0.907342834,0.911756287,13.0,92.0,7.076923076923077,14.0,159.0,12.23076923076923,90.0,0.0,0.0,2002.0,12.0,7.0,4.0,1,0,,,,,,,,,,,,,,
Una,Himachal Pradesh,High,44.14,0.018255416,0.647137511,0.628882095,52.0,287.0,5.519230769230769,99.0,650.0,12.5,151.0,24.0,5.0,18030.0,48.0,44.0,20.0,1,0,,,,,,,,,,,,,,
Unnao,Uttar Pradesh,High,55.49,3.512391774,3.590127624,0.07773585,45.0,792.0,17.6,365.0,4959.0,110.2,1313.0,28.0,0.0,9756.0,37.0,27.0,17.0,1,0,,,,,,,,,,,,,,
Unokoti,Unknown,High,40.0,23.62192797,23.62357053,0.001642557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Upper Dibang Valley,Unknown,Low,1.2,0.711350147,1.084032399,0.372682252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Upper Siang,Arunachal Pradesh,High,40.73,2.386481463,2.722491305,0.336009842,23.0,98.0,4.260869565217392,17.0,370.0,16.08695652173913,268.0,2034.0,2.0,16.0,19.0,16.0,9.0,1,0,,,,,,,,,,,,,,
Upper Subansiri,Unknown,Low,1.96,1.156238089,1.234996868,0.078758779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Uttar Bastar Kanker,Unknown,Low,1.24,0.730199538,0.836672614,0.106473076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,
Uttar Dinajpur,West Bengal,High,44.61,6.666541483,6.673772935,0.007231452,10.0,100.0,10.0,24.0,406.0,40.6,300.0,8.0,0.0,5212.0,10.0,3.0,0.0,1,0,,,,,,,,,,,,,,
Uttara Kannada,Karnataka,High,52.0,2.419647773,4.074727101,1.655079328,71.0,523.0,7.366197183098592,31.0,1050.0,14.788732394366198,198.0,84.0,53.0,10208.0,59.0,62.0,34.0,1,0,,,,,,,,,,,,,,
Uttarkashi,Karnataka,Low,12.6,0.367760378,0.450692495,0.082932117,2.0,2.0,1.0,1.0,10.0,5.0,10.0,1.0,0.0,6.0,2.0,2.0,1.0,1,0,,,,,,,,,,,,,,
